得意先コード,部課所コード,締め日,請求書番号,発送年月日,原票番号,特殊コード,元着区分,個数,才数,重量,運賃,中継料,保険料,諸料金,諸料金区分,住所漢字区分,荷受人住所,名称漢字区分,荷受人名称,荷受人コード,お客様出荷番号,ＪＩＳコード,輸送距離,備考,サーチャージ料
0964323132,      ,240531,7999820,240501,66715294520,     ,1,    1,    0,    85,    3000,       0,   150,       0, ,2,岡山県岡山市,2,岡山東支店　,0862753111,                ,33102006,0541,0862753111,0000150
0964323132,      ,240531,7999820,240502,66715294531,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,熊本市中央区,2,熊本支店　　,0963222331,                ,43101055,0001,0963222331,0000010
0964323132,      ,240531,7999820,240502,66715294542,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,八代市本町１,2,八代営業所　,0965628228,                ,43202126,0041,0965628228,0000010
0964323132,      ,240531,7999820,240502,66715294553,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,人吉市西間下,2,えびの営業所,0966249192,                ,43203061,0130,0966249192,0000010
0964323132,      ,240531,7999820,240502,66715294564,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,荒尾市下井手,2,大牟田　　　,0968662993,                ,43204017,0049,0968662993,0000010
0964323132,      ,240531,7999820,240502,66715294575,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,水俣市牧ノ内,2,出水営業所　,0966632047,                ,43205053,0107,0966632047,0000010
0964323132,      ,240531,7999820,240502,66715294586,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名市岩崎８,2,大牟田　　　,0968710080,                ,43206008,0049,0968710080,0000010
0964323132,      ,240531,7999820,240502,66715294590,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,天草市五和町,2,熊本支店　　,0969322552,                ,43215019,0121,0969322552,0000010
0964323132,      ,240531,7999820,240502,66715294601,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市中５７,2,熊本東（営）,0968431134,                ,43208026,0001,0968431134,0000010
0964323132,      ,240531,7999820,240502,66715294612,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池市隈府８,2,熊本東（営）,0968255000,                ,43210034,0001,0968255000,0000010
0964323132,      ,240531,7999820,240502,66715294623,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,宇土市浦田町,2,熊本支店　　,0964233756,                ,43211012,0001,0964233756,0000010
0964323132,      ,240531,7999820,240502,66715294634,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,上天草市松島,2,熊本支店　　,0969562455,                ,43212008,0051,0969562455,0000010
0964323132,      ,240531,7999820,240502,66715294645,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,宇城市松橋町,2,熊本支店　　,0964321316,                ,43213050,0001,0964321316,0000010
0964323132,      ,240531,7999820,240502,66715294656,     ,1,    1,    0,     2,     360,     590,     0,       0, ,2,阿蘇市内牧９,2,熊本東（営）,0967321127,                ,43214012,0001,0967321127,0000010
0964323132,      ,240531,7999820,240502,66715294660,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,合志市須屋２,2,熊本東（営）,0962427000,                ,43216005,0001,0962427000,0000010
0964323132,      ,240531,7999820,240502,66715294671,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,下益城郡美里,2,熊本支店　　,0964470065,                ,43348047,0001,0964470065,0000010
0964323132,      ,240531,7999820,240502,66715294682,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名郡玉東町,2,大牟田　　　,0968853150,                ,43364005,0049,0968853150,0000010
0964323132,      ,240531,7999820,240502,66715294693,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名郡和水町,2,大牟田　　　,0968342366,                ,43369031,0049,0968342366,0000010
0964323132,      ,240531,7999820,240502,66715294704,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名郡南関町,2,大牟田　　　,0968699020,                ,43367008,0049,0968699020,0000010
0964323132,      ,240531,7999820,240502,66715294715,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名郡長洲町,2,大牟田　　　,0968781440,                ,43368008,0049,0968781440,0000010
0964323132,      ,240531,7999820,240502,66715294726,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池郡大津町,2,熊本東（営）,0962932027,                ,43403020,0001,0962932027,0000010
0964323132,      ,240531,7999820,240502,66715294730,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池郡菊陽町,2,熊本東（営）,0962323593,                ,43404002,0001,0962323593,0000010
0964323132,      ,240531,7999820,240502,66715294741,     ,1,    1,    0,     2,     360,     590,     0,       0, ,2,阿蘇郡南小国,2,熊本東（営）,0967421501,                ,43423001,0001,0967421501,0000010
0964323132,      ,240531,7999820,240502,66715294752,     ,1,    1,    0,     2,     360,     590,     0,       0, ,2,阿蘇郡小国町,2,熊本東（営）,0967465575,                ,43424006,0001,0967465575,0000010
0964323132,      ,240531,7999820,240502,66715294763,     ,1,    1,    0,     2,     360,     590,     0,       0, ,2,阿蘇郡産山村,2,熊本東（営）,0967239300,                ,43425005,0001,0967239300,0000010
0964323132,      ,240531,7999820,240502,66715294774,     ,1,    1,    0,     2,     360,     590,     0,       0, ,2,阿蘇郡高森町,2,熊本東（営）,0967622158,                ,43428009,0001,0967622158,0000010
0964323132,      ,240531,7999820,240502,66715294785,     ,1,    1,    0,     2,     360,     590,     0,       0, ,2,阿蘇郡南阿蘇,2,熊本東（営）,0967670294,                ,43433009,0001,0967670294,0000010
0964323132,      ,240531,7999820,240502,66715294796,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,阿蘇郡西原村,2,熊本東（営）,0962794141,                ,43432002,0001,0962794141,0000010
0964323132,      ,240531,7999820,240502,66715294800,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,上益城郡御船,2,熊本支店　　,0962820785,                ,43441013,0001,0962820785,0000010
0964323132,      ,240531,7999820,240502,66715294811,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,上益城郡嘉島,2,熊本支店　　,0962372981,                ,43442003,0001,0962372981,0000010
0964323132,      ,240531,7999820,240502,66715294822,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,上益城郡益城,2,熊本東（営）,0962145566,                ,43443011,0001,0962145566,0000010
0964323132,      ,240531,7999820,240502,66715294833,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,上益城郡甲佐,2,熊本支店　　,0962341192,                ,43444004,0001,0962341192,0000010
0964323132,      ,240531,7999820,240502,66715294844,     ,1,    1,    0,     2,     360,     590,     0,       0, ,2,上益城郡山都,2,熊本東（営）,0967823318,                ,43447012,0001,0967823318,0000010
0964323132,      ,240531,7999820,240502,66715294855,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,八代郡氷川町,2,八代営業所　,0965525075,                ,43468009,0041,0965525075,0000010
0964323132,      ,240531,7999820,240502,66715294866,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,葦北郡芦北町,2,出水営業所　,0966860294,                ,43482037,0107,0966860294,0000010
