得意先コード,部課所コード,締め日,請求書番号,発送年月日,原票番号,特殊コード,元着区分,個数,才数,重量,運賃,中継料,保険料,諸料金,諸料金区分,住所漢字区分,荷受人住所,名称漢字区分,荷受人名称,荷受人コード,お客様出荷番号,ＪＩＳコード,輸送距離,備考,サーチャージ料
0964323132,      ,230731,7984559,230703,66770991884,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,熊本県菊池郡,2,熊本東（営）,0963405839,                ,43404005,0001,0963405839,0000010
0964323132,      ,230731,7984559,230704,66770991906,     ,1,    1,    0,    74,    1800,       0,   100,       0, ,2,福岡県福岡市,2,福岡南営業所,0925417055,                ,40134018,0113,0925417055,0000040
0964323132,      ,230731,7984559,230704,66770991921,     ,1,    3,    0,    37,    1050,       0,     0,       0, ,2,福岡県古賀市,2,福岡箱崎営業,0929411800,                ,40223001,0113,0929411800,0000020
0964323132,      ,230731,7984559,230705,66770991932,     ,1,    2,    0,    23,     700,       0,     0,       0, ,2,福岡県古賀市,2,福岡箱崎営業,0929411800,                ,40223001,0113,0929411800,0000020
0964323132,      ,230731,7984559,230706,66770991943,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,熊本県菊池郡,2,熊本東（営）,0963405839,                ,43404005,0001,0963405839,0000010
0964323132,      ,230731,7984559,230707,66770991895,     ,1,    1,    0,   234,    3100,       0,     0,       0, ,2,熊本県上益城,2,熊本東（営）,0962870500,                ,43443016,0001,0962870500,0000070
0964323132,      ,230731,7984559,230707,66770991954,     ,1,    1,    0,     4,     370,       0,    50,       0, ,2,福岡県福岡市,2,福岡南営業所,0925417055,                ,40134018,0113,0925417055,0000010
0964323132,      ,230731,7984559,230707,66770991965,     ,1,    6,    0,    61,    2100,       0,     0,       0, ,2,福岡県古賀市,2,福岡箱崎営業,0929416748,                ,40223001,0113,0929416748,0000040
0964323132,      ,230731,7984559,230711,48553211114,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,熊本市北区　,2,熊本支店　　,0963421081,                ,43105050,0001,          ,0000010
0964323132,      ,230731,7984559,230711,66128806004,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,荒尾市宮内出,2,大牟田　　　,0968631647,                ,43204013,0049,0968631647,0000010
0964323132,      ,230731,7984559,230711,66128806015,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,水俣市陣内１,2,出水営業所　,0966611638,                ,43205062,0107,0966611638,0000010
0964323132,      ,230731,7984559,230711,66128806026,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名市岩崎１,2,大牟田　　　,0968751133,                ,43206008,0049,0968751133,0000010
0964323132,      ,230731,7984559,230711,66128806030,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市山鹿９,2,熊本東（営）,0968431638,                ,43208037,0001,0968431638,0000010
0964323132,      ,230731,7984559,230711,66128806041,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池市隈府８,2,熊本東（営）,0968257230,                ,43210034,0001,0968257230,0000010
0964323132,      ,230731,7984559,230711,66128806052,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,宇土市新小路,2,熊本支店　　,0964226500,                ,43211026,0001,0964226500,0000010
0964323132,      ,230731,7984559,230711,66128806063,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,上天草市松島,2,熊本支店　　,0969561111,                ,43212008,0051,0969561111,0000010
0964323132,      ,230731,7984559,230711,66128806074,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,宇城市松橋町,2,熊本支店　　,0964321907,                ,43213043,0001,0964321907,0000010
0964323132,      ,230731,7984559,230711,66128806085,     ,1,    1,    0,     2,     360,     520,     0,       0, ,2,阿蘇市一の宮,2,熊本東（営）,0967223229,                ,43214010,0001,0967223229,0000010
0964323132,      ,230731,7984559,230711,66128806096,     ,1,    1,    0,     3,     360,       0,     0,       0, ,2,天草市東浜町,2,熊本支店　　,0969248812,                ,43215074,0106,0969248812,0000010
0964323132,      ,230731,7984559,230711,66128806100,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,合志市竹迫２,2,熊本東（営）,0962482366,                ,43216006,0001,0962482366,0000010
0964323132,      ,230731,7984559,230711,66128806111,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,下益城郡美里,2,熊本支店　　,0964462115,                ,43348040,0001,0964462115,0000010
0964323132,      ,230731,7984559,230711,66128806122,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名郡玉東町,2,大牟田　　　,0968853609,                ,43364007,0049,0968853609,0000010
0964323132,      ,230731,7984559,230711,66128806133,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名郡和水町,2,大牟田　　　,0968863131,                ,43369006,0049,0968863131,0000010
0964323132,      ,230731,7984559,230711,66128806144,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名郡南関町,2,大牟田　　　,0968530201,                ,43367013,0049,0968530201,0000010
0964323132,      ,230731,7984559,230711,66128806155,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名郡長洲町,2,大牟田　　　,0968783274,                ,43368008,0049,0968783274,0000010
0964323132,      ,230731,7984559,230711,66128806166,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池郡大津町,2,熊本東（営）,0962933349,                ,43403002,0001,0962933349,0000010
0964323132,      ,230731,7984559,230711,66128806170,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池郡菊陽町,2,熊本東（営）,0962324918,                ,43404002,0001,0962324918,0000010
0964323132,      ,230731,7984559,230711,66128806181,     ,1,    1,    0,     2,     360,     520,     0,       0, ,2,阿蘇郡南小国,2,熊本東（営）,0967420047,                ,43423001,0001,0967420047,0000010
0964323132,      ,230731,7984559,230711,66128806192,     ,1,    1,    0,     2,     360,     520,     0,       0, ,2,阿蘇郡小国町,2,熊本東（営）,0967463317,                ,43424006,0001,0967463317,0000010
0964323132,      ,230731,7984559,230711,66128806203,     ,1,    1,    0,     2,     360,     520,     0,       0, ,2,阿蘇郡産山村,2,熊本東（営）,0967252214,                ,43425005,0001,0967252214,0000010
0964323132,      ,230731,7984559,230711,66128806214,     ,1,    1,    0,     2,     360,     520,     0,       0, ,2,阿蘇郡高森町,2,熊本東（営）,0967620227,                ,43428009,0001,0967620227,0000010
0964323132,      ,230731,7984559,230711,66128806225,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,阿蘇郡西原村,2,熊本東（営）,0962794424,                ,43432002,0001,0962794424,0000010
0964323132,      ,230731,7984559,230711,66128806236,     ,1,    1,    0,     2,     360,     520,     0,       0, ,2,阿蘇郡南阿蘇,2,熊本東（営）,0967671602,                ,43433003,0001,0967671602,0000010
0964323132,      ,230731,7984559,230711,66128806240,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,上益城郡御船,2,熊本支店　　,0962821700,                ,43441003,0001,0962821700,0000010
0964323132,      ,230731,7984559,230711,66128806251,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,上益城郡嘉島,2,熊本支店　　,0962370937,                ,43442003,0001,0962370937,0000010
0964323132,      ,230731,7984559,230711,66128806262,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,上益城郡益城,2,熊本東（営）,0962863307,                ,43443005,0001,0962863307,0000010
0964323132,      ,230731,7984559,230711,66128806273,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,上益城郡甲佐,2,熊本支店　　,0962340102,                ,43444016,0001,0962340102,0000010
0964323132,      ,230731,7984559,230711,66128806284,     ,1,    1,    0,     2,     360,     520,     0,       0, ,2,上益城郡山都,2,熊本東（営）,0967720443,                ,43447079,0001,0967720443,0000010
0964323132,      ,230731,7984559,230711,66128806295,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,八代郡氷川町,2,八代営業所　,0965525859,                ,43468009,0041,0965525859,0000010
0964323132,      ,230731,7984559,230711,66128806306,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,葦北郡芦北町,2,出水営業所　,0966871171,                ,43482044,0107,0966871171,0000010
0964323132,      ,230731,7984559,230711,66128806310,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,葦北郡津奈木,2,出水営業所　,0966785400,                ,43484001,0107,0966785400,0000010
0964323132,      ,230731,7984559,230711,66128806321,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,球磨郡錦町一,2,えびの営業所,0966384450,                ,43501002,0130,0966384450,0000010
0964323132,      ,230731,7984559,230711,66128806332,     ,1,    1,    0,     5,     360,       0,     0,       0, ,2,球磨郡多良木,2,えびの営業所,0966421266,                ,43505004,0130,0966421266,0000010
0964323132,      ,230731,7984559,230711,66128806343,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,球磨郡湯前町,2,えびの営業所,0966432050,                ,43506001,0130,0966432050,0000010
0964323132,      ,230731,7984559,230711,66128806354,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,球磨郡水上村,2,えびの営業所,0966440333,                ,43507001,0130,0966440333,0000010
0964323132,      ,230731,7984559,230711,66128806365,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,球磨郡相良村,2,えびの営業所,0966351039,                ,43510002,0130,0966351039,0000010
0964323132,      ,230731,7984559,230711,66128806376,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,球磨郡五木村,2,えびの営業所,0966372266,                ,43511020,0130,0966372266,0000010
0964323132,      ,230731,7984559,230711,66128806380,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,球磨郡山江村,2,えびの営業所,0966233604,                ,43512002,0130,0966233604,0000010
