得意先コード,部課所コード,締め日,請求書番号,発送年月日,原票番号,特殊コード,元着区分,個数,才数,重量,運賃,中継料,保険料,諸料金,諸料金区分,住所漢字区分,荷受人住所,名称漢字区分,荷受人名称,荷受人コード,お客様出荷番号,ＪＩＳコード,輸送距離,備考,サーチャージ料
0964323132,      ,250430,8016295,250401,66680183942,     ,1,    1,    0,   314,    5170,       0,     0,       0, ,2,福岡県筑紫野,2,大野城営業所,0929232101,                ,40217027,0104,0929232101,0000230
0964323132,      ,250430,8016295,250403,49272722074,     ,1,    2,    0,   996,   47190,       0,     0,       0, ,2,止め　　　　,2,川越営業所　,          ,                ,        ,1310,          ,0003980
0964323132,      ,250430,8016295,250403,66746999465,     ,1,    1,    0,   720,   10490,       0,     0,       0, ,2,福岡県福岡市,2,福岡南営業所,0925874341,                ,40134045,0113,0925874341,0000490
0964323132,      ,250430,8016295,250404,66680183953,     ,1,    1,    0,     2,     380,       0,     0,       0, ,2,山鹿市小原　,2,熊本東（営）,0968446611,                ,43208006,0001,0968446611,0000010
0964323132,      ,250430,8016295,250404,66680183964,     ,1,    1,    0,   138,    2260,       0,     0,       0, ,2,熊本市中央区,2,熊本支店　　,0963436195,                ,43101026,0001,0963436195,0000060
0964323132,      ,250430,8016295,250404,66680183975,     ,1,    1,    0,   135,    2260,       0,     0,       0, ,2,熊本市中央区,2,熊本支店　　,0963713611,                ,43101052,0001,0963713611,0000060
0964323132,      ,250430,8016295,250404,66680183986,     ,1,    1,    0,   123,    2260,       0,     0,       0, ,2,熊本市中央区,2,熊本支店　　,0963544933,                ,43101037,0001,0963544933,0000060
0964323132,      ,250430,8016295,250404,66680183990,     ,1,    1,    0,   117,    2030,       0,     0,       0, ,2,熊本市中央区,2,熊本支店　　,0963841551,                ,43101027,0001,0963841551,0000050
0964323132,      ,250430,8016295,250404,66746999001,     ,1,    1,    0,   132,    2260,       0,     0,       0, ,2,熊本市中央区,2,熊本支店　　,0963832105,                ,43101014,0001,0963832105,0000060
0964323132,      ,250430,8016295,250404,66746999012,     ,1,    5,    0,    92,    1700,       0,     0,       0, ,2,熊本市南区元,2,熊本支店　　,0963578800,                ,43104101,0001,0963578800,0000040
0964323132,      ,250430,8016295,250404,66746999023,     ,1,    1,    0,     2,     380,       0,     0,       0, ,2,熊本市東区東,2,熊本支店　　,0963683147,                ,43102060,0001,0963683147,0000010
0964323132,      ,250430,8016295,250404,66746999034,     ,1,    1,    0,     2,     380,       0,     0,       0, ,2,熊本市中央区,2,熊本支店　　,0963725311,                ,43101003,0001,0963725311,0000010
0964323132,      ,250430,8016295,250404,66746999045,     ,1,    1,    0,     2,     380,       0,     0,       0, ,2,熊本市北区兎,2,熊本支店　　,0963381110,                ,43105048,0001,0963381110,0000010
0964323132,      ,250430,8016295,250404,66746999056,     ,1,    1,    0,    14,     380,       0,     0,       0, ,2,荒尾市荒尾２,2,大牟田　　　,0968630384,                ,43204001,0049,0968630384,0000010
0964323132,      ,250430,8016295,250404,66746999060,     ,1,    1,    0,     2,     380,       0,     0,       0, ,2,玉名市中１８,2,大牟田　　　,0968732101,                ,43206034,0049,0968732101,0000010
