得意先コード,部課所コード,締め日,請求書番号,発送年月日,原票番号,特殊コード,元着区分,個数,才数,重量,運賃,中継料,保険料,諸料金,諸料金区分,住所漢字区分,荷受人住所,名称漢字区分,荷受人名称,荷受人コード,お客様出荷番号,ＪＩＳコード,輸送距離,備考,サーチャージ料
0964323132,      ,230930,7987606,230901,66218930794,     ,1,    1,    0,   350,    4800,       0,     0,       0, ,2,福岡県福岡市,2,福岡箱崎営業,0926418300,                ,40131036,0113,0926418300,0000200
0964323132,      ,230930,7987606,230904,66218930805,     ,1,    1,    0,    10,     370,       0,    50,       0, ,2,福岡県福岡市,2,福岡南営業所,0925417055,                ,40134018,0113,0925417055,0000010
0964323132,      ,230930,7987606,230907,47525662995,     ,1,    1,    0,    13,     370,       0,     0,       0, ,2,長崎市　　　,2,長崎支店　　,0958271187,                ,42201114,0195,          ,0000020
0964323132,      ,230930,7987606,230907,48553211081,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池郡菊陽町,2,熊本東（営）,0963405839,                ,43404999,0001,          ,0000010
0964323132,      ,230930,7987606,230908,66218930816,     ,1,    1,    0,    16,     370,       0,    50,       0, ,2,福岡県福岡市,2,福岡南営業所,0925417055,                ,40134018,0113,0925417055,0000020
0964323132,      ,230930,7987606,230912,47945894485,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池郡菊陽町,2,熊本東（営）,0963405839,                ,43404999,0001,          ,0000010
0964323132,      ,230930,7987606,230913,66218930820,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市中央通,2,熊本東（営）,0968432952,                ,43208022,0001,0968432952,0000010
0964323132,      ,230930,7987606,230913,66218930831,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市平山　,2,熊本東（営）,0968440522,                ,43208031,0001,0968440522,0000010
0964323132,      ,230930,7987606,230913,66218930842,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市鹿北町,2,熊本東（営）,0968425100,                ,43208052,0001,0968425100,0000010
0964323132,      ,230930,7987606,230913,66218930853,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市鹿北町,2,熊本東（営）,0968324111,                ,43208051,0001,0968324111,0000010
0964323132,      ,230930,7987606,230913,66218930864,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市菊鹿町,2,熊本東（営）,0968483100,                ,43208078,0001,0968483100,0000010
0964323132,      ,230930,7987606,230913,66218930875,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市鹿本町,2,熊本東（営）,0968461126,                ,43208057,0001,0968461126,0000010
0964323132,      ,230930,7987606,230913,66218930886,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市鹿央町,2,熊本東（営）,0968363838,                ,43208040,0001,0968363838,0000010
0964323132,      ,230930,7987606,230913,66218930890,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市鹿央町,2,熊本東（営）,0968420141,                ,43208045,0001,0968420141,0000010
0964323132,      ,230930,7987606,230913,66218930901,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市菊鹿町,2,熊本東（営）,0968483178,                ,43208085,0001,0968483178,0000010
0964323132,      ,230930,7987606,230913,66218930912,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市鹿本町,2,熊本東（営）,0968465127,                ,43208058,0001,0968465127,0000010
0964323132,      ,230930,7987606,230913,66218930923,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市山鹿１,2,熊本東（営）,0968434111,                ,43208037,0001,0968434111,0000010
0964323132,      ,230930,7987606,230913,66218930934,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市鹿本町,2,熊本東（営）,0968462141,                ,43208058,0001,0968462141,0000010
0964323132,      ,230930,7987606,230913,66218930945,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市山鹿１,2,熊本東（営）,0968430111,                ,43208037,0001,0968430111,0000010
0964323132,      ,230930,7987606,230913,66218930956,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市山鹿１,2,熊本東（営）,0968431152,                ,43208037,0001,0968431152,0000010
0964323132,      ,230930,7987606,230913,66218930960,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市山鹿１,2,熊本東（営）,0968442131,                ,43208037,0001,0968442131,0000010
0964323132,      ,230930,7987606,230913,66218930971,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市中央通,2,熊本東（営）,0968446111,                ,43208022,0001,0968446111,0000010
0964323132,      ,230930,7987606,230913,66218930982,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池市七城町,2,熊本東（営）,0968255757,                ,43210055,0001,0968255757,0000010
0964323132,      ,230930,7987606,230913,66218930993,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名市両迫間,2,大牟田　　　,0968579663,                ,43206050,0049,0968579663,0000010
0964323132,      ,230930,7987606,230913,66253018005,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池市隈府１,2,熊本東（営）,0968250513,                ,43210034,0001,0968250513,0000010
0964323132,      ,230930,7987606,230913,66253018016,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,熊本市中央区,2,熊本支店　　,0963332704,                ,43101057,0001,0963332704,0000010
0964323132,      ,230930,7987606,230913,66253018020,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,熊本市中央区,2,熊本支店　　,0963282740,                ,43101067,0001,0963282740,0000010
0964323132,      ,230930,7987606,230913,66253018031,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,熊本市中央区,2,熊本支店　　,0963282039,                ,43101999,0001,          ,0000010
0964323132,      ,230930,7987606,230913,66253018042,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,熊本市中央区,2,熊本支店　　,0963552327,                ,43101078,0001,0963552327,0000010
0964323132,      ,230930,7987606,230913,66253018053,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,宇土市新小路,2,熊本支店　　,0964221111,                ,43211026,0001,0964221111,0000010
0964323132,      ,230930,7987606,230913,66253018064,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,宇城市不知火,2,熊本支店　　,0964321111,                ,43213028,0001,0964321111,0000010
0964323132,      ,230930,7987606,230913,66253018075,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,下益城郡美里,2,熊本支店　　,0964462111,                ,43348040,0001,0964462111,0000010
0964323132,      ,230930,7987606,230913,66253018086,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,荒尾市宮内出,2,大牟田　　　,0968631274,                ,43204013,0049,0968631274,0000010
0964323132,      ,230930,7987606,230913,66253018090,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名市岩崎１,2,大牟田　　　,0968751111,                ,43206008,0049,0968751111,0000010
0964323132,      ,230930,7987606,230913,66253018101,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名郡玉東町,2,大牟田　　　,0968853609,                ,43364007,0049,0968853609,0000010
0964323132,      ,230930,7987606,230913,66253018112,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名郡和水町,2,大牟田　　　,0968343047,                ,43369001,0049,0968343047,0000010
0964323132,      ,230930,7987606,230913,66253018123,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名郡南関町,2,大牟田　　　,0968578507,                ,43367013,0049,0968578507,0000010
0964323132,      ,230930,7987606,230913,66253018134,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名郡長洲町,2,大牟田　　　,0968783276,                ,43368008,0049,0968783276,0000010
0964323132,      ,230930,7987606,230913,66253018145,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池市隈府８,2,熊本東（営）,0968257232,                ,43210034,0001,0968257232,0000010
0964323132,      ,230930,7987606,230913,66253018156,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,合志市福原２,2,熊本東（営）,0962485555,                ,43216009,0001,0962485555,0000010
0964323132,      ,230930,7987606,230913,66253018160,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池郡大津町,2,熊本東（営）,0962932180,                ,43403002,0001,0962932180,0000010
