得意先コード,部課所コード,締め日,請求書番号,発送年月日,原票番号,特殊コード,元着区分,個数,才数,重量,運賃,中継料,保険料,諸料金,諸料金区分,住所漢字区分,荷受人住所,名称漢字区分,荷受人名称,荷受人コード,お客様出荷番号,ＪＩＳコード,輸送距離,備考,サーチャージ料
0964323132,      ,241031,8007313,241002,66320618884,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,熊本県熊本市,2,熊本支店　　,0963421081,                ,43105050,0001,0963421081,0000010
0964323132,      ,241031,8007313,241003,66320618895,     ,1,    1,    0,   328,    4800,       0,     0,       0, ,2,福岡県福岡市,2,福岡箱崎営業,0926418300,                ,40131036,0113,0926418300,0000200
0964323132,      ,241031,8007313,241004,66320618906,     ,1,    3,    0,  1227,   49500,       0,   450,       0, ,2,長野県長野市,2,長野支店　　,0262447185,                ,20201192,1166,0262447185,0003830
0964323132,      ,241031,8007313,241007,66320618910,     ,1,    3,    0,  1210,   49500,       0,   450,       0, ,2,長野県長野市,2,長野支店　　,0262447185,                ,20201192,1166,0262447185,0003830
0964323132,      ,241031,8007313,241008,66320618921,     ,1,    1,    0,   130,    6000,       0,   200,       0, ,2,長野県長野市,2,長野支店　　,0262447185,                ,20201192,1166,0262447185,0000420
0964323132,      ,241031,8007313,241008,66320618932,     ,1,    1,    0,   160,    2700,       0,   200,       0, ,2,福岡県古賀市,2,福岡箱崎営業,0929435500,                ,40223004,0113,0929435500,0000090
0964323132,      ,241031,8007313,241009,66320618943,     ,1,    1,    0,   356,    5400,       0,     0,       0, ,2,福岡県大野城,2,大野城営業所,0925582209,                ,40219001,0104,0925582209,0000220
0964323132,      ,241031,8007313,241011,49272722181,     ,1,    2,    0,   244,    3600,       0,     0,       0, ,2,福岡市博多区,2,福岡支店　　,0926511563,                ,40132062,0113,          ,0000140
0964323132,      ,241031,8007313,241011,66320618954,     ,1,    3,    0,  1469,   17400,       0,     0,       0, ,2,福岡県福岡市,2,福岡南営業所,0925874341,                ,40134045,0113,0925874341,0000830
0964323132,      ,241031,8007313,241011,66320618976,     ,1,    2,    0,   460,    6600,       0,   500,       0, ,2,福岡県古賀市,2,福岡箱崎営業,0929435500,                ,40223004,0113,0929435500,0000280
0964323132,      ,241031,8007313,241015,66320618965,     ,1,    3,    0,  1413,   17400,       0,     0,       0, ,2,福岡県福岡市,2,福岡南営業所,0925874341,                ,40134045,0113,0925874341,0000830
