得意先コード,部課所コード,締め日,請求書番号,発送年月日,原票番号,特殊コード,元着区分,個数,才数,重量,運賃,中継料,保険料,諸料金,諸料金区分,住所漢字区分,荷受人住所,名称漢字区分,荷受人名称,荷受人コード,お客様出荷番号,ＪＩＳコード,輸送距離,備考,サーチャージ料
0964323132,      ,240831,8004320,240806,47596466411,     ,1,    3,    0,  1170,   14500,       0,     0,       0, ,2,福岡市南区　,2,福岡南営業所,0925874341,                ,40134045,0113,          ,0000660
0964323132,      ,240831,8004320,240808,66220689813,     ,1,    3,    0,  1031,   13500,       0,     0,       0, ,2,福岡県福岡市,2,福岡支店　　,0922720120,                ,40132051,0113,0922720120,0000610
0964323132,      ,240831,8004320,240820,66220689102,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,熊本市中央区,2,熊本支店　　,0963282111,                ,43101067,0001,0963282111,0000010
0964323132,      ,240831,8004320,240820,66220689113,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,八代市松江城,2,八代営業所　,0965334111,                ,43202127,0041,0965334111,0000010
0964323132,      ,240831,8004320,240820,66220689124,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,人吉市西間下,2,えびの営業所,0966222111,                ,43203061,0130,0966222111,0000010
0964323132,      ,240831,8004320,240820,66220689135,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,荒尾市宮内出,2,大牟田　　　,0968631111,                ,43204013,0049,0968631111,0000010
0964323132,      ,240831,8004320,240820,66220689146,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,水俣市陣内１,2,出水営業所　,0966631111,                ,43205062,0107,0966631111,0000010
0964323132,      ,240831,8004320,240820,66220689150,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,玉名市岩崎１,2,大牟田　　　,0968751111,                ,43206008,0049,0968751111,0000010
0964323132,      ,240831,8004320,240820,66220689161,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,天草市東浜町,2,熊本支店　　,0969231111,                ,43215074,0106,0969231111,0000010
0964323132,      ,240831,8004320,240820,66220689172,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,山鹿市山鹿９,2,熊本東（営）,0968431556,                ,43208037,0001,0968431556,0000010
0964323132,      ,240831,8004320,240820,66220689183,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,菊池市隈府８,2,熊本東（営）,0968257111,                ,43210034,0001,0968257111,0000010
0964323132,      ,240831,8004320,240820,66220689194,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,宇土市浦田町,2,熊本支店　　,0964221111,                ,43211012,0001,0964221111,0000010
0964323132,      ,240831,8004320,240820,66220689205,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,上天草市大矢,2,熊本支店　　,0964561111,                ,43212002,0051,0964561111,0000010
0964323132,      ,240831,8004320,240820,66220689216,     ,1,    1,    0,     2,     360,       0,     0,       0, ,2,宇城市松橋町,2,熊本支店　　,0964320110,                ,43213043,0001,0964320110,0000010
0964323132,      ,240831,8004320,240820,66220689220,     ,1,    1,    0,     2,     360,     590,     0,       0, ,2,阿蘇市一の宮,2,熊本東（営）,0967223111,                ,43214010,0001,0967223111,0000010
